id,actual_miles,estimated_miles,error,map_url
1417,294,264,-30,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C41.49944,-81.69556&markers=color%3Ared%7C43.65,-79.383&markers=color%3Agreen%7Clabel%3A2%7C41.49944,-81.69556&markers=color%3Ared%7Clabel%3A2%7C43.65,-79.383&markers=color%3Agreen%7Clabel%3A3%7C41.2375,-80.81861&markers=color%3Ared%7Clabel%3A3%7C43.583,-79.65&markers=color%3Agreen%7Clabel%3A4%7C41.2375,-80.81861&markers=color%3Ared%7Clabel%3A4%7C43.1,-79.067&markers=color%3Agreen%7Clabel%3A5%7C41.2425,-82.61583&markers=color%3Ared%7Clabel%3A5%7C43.19917,-78.57639"
1427,391,393,2,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C40.10833,-83.7525&markers=color%3Ared%7C43.583,-79.65&markers=color%3Agreen%7Clabel%3A2%7C40.10833,-83.7525&markers=color%3Ared%7Clabel%3A2%7C43.583,-79.65&markers=color%3Agreen%7Clabel%3A3%7C40.10833,-83.7525&markers=color%3Ared%7Clabel%3A3%7C42.833,-80.3&markers=color%3Agreen%7Clabel%3A4%7C40.10278,-84.63306&markers=color%3Ared%7Clabel%3A4%7C43.467,-80.517&markers=color%3Agreen%7Clabel%3A5%7C39.75889,-84.19167&markers=color%3Ared%7Clabel%3A5%7C42.88639,-78.87861"
1454,764,773,9,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C32.84056,-83.6325&markers=color%3Ared%7C41.68333,-86.25&markers=color%3Agreen%7Clabel%3A2%7C32.84056,-83.6325&markers=color%3Ared%7Clabel%3A2%7C41.68333,-86.25&markers=color%3Agreen%7Clabel%3A3%7C32.84056,-83.6325&markers=color%3Ared%7Clabel%3A3%7C41.68194,-85.97667"
1509,668,654,-14,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C35.22694,-80.84333&markers=color%3Ared%7C42.09861,-75.91833&markers=color%3Agreen%7Clabel%3A2%7C35.22694,-80.84333&markers=color%3Ared%7Clabel%3A2%7C42.09861,-75.91833&markers=color%3Agreen%7Clabel%3A3%7C35.22694,-80.84333&markers=color%3Ared%7Clabel%3A3%7C42.03972,-75.7975&markers=color%3Agreen%7Clabel%3A4%7C35.58472,-80.81028&markers=color%3Ared%7Clabel%3A4%7C41.32583,-75.78972"
1534,1176,1176,0,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C33.59667,-83.86028&markers=color%3Ared%7C45.01056,-93.45528&markers=color%3Agreen%7Clabel%3A2%7C33.59667,-83.86028&markers=color%3Ared%7Clabel%3A2%7C45.01056,-93.45528"
1547,945,939,-6,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C35.96056,-83.92083&markers=color%3Ared%7C44.52611,-93.01972&markers=color%3Agreen%7Clabel%3A2%7C35.96056,-83.92083&markers=color%3Ared%7Clabel%3A2%7C44.52611,-93.01972&markers=color%3Agreen%7Clabel%3A3%7C35.96056,-83.92083&markers=color%3Ared%7Clabel%3A3%7C44.52611,-93.01972&markers=color%3Agreen%7Clabel%3A4%7C35.96056,-83.92083&markers=color%3Ared%7Clabel%3A4%7C44.52611,-93.01972&markers=color%3Agreen%7Clabel%3A5%7C36.10333,-84.13194&markers=color%3Ared%7Clabel%3A5%7C44.933,-93.083"
1549,958,958,0,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C34.99417,-81.24222&markers=color%3Ared%7C44.26194,-88.41528&markers=color%3Agreen%7Clabel%3A2%7C34.99417,-81.24222&markers=color%3Ared%7Clabel%3A2%7C44.26194,-88.41528"
1555,725,725,0,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C37.41361,-79.1425&markers=color%3Ared%7C41.76278,-87.8&markers=color%3Agreen%7Clabel%3A2%7C37.41361,-79.1425&markers=color%3Ared%7Clabel%3A2%7C41.76278,-87.8"
1556,515,489,-26,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C41.13694,-77.44722&markers=color%3Ared%7C42.20111,-85.58&markers=color%3Agreen%7Clabel%3A2%7C41.13694,-77.44722&markers=color%3Ared%7Clabel%3A2%7C42.20111,-85.58&markers=color%3Agreen%7Clabel%3A3%7C41.15,-77.35&markers=color%3Ared%7Clabel%3A3%7C41.68333,-86.25&markers=color%3Agreen%7Clabel%3A4%7C40.48472,-78.01056&markers=color%3Ared%7Clabel%3A4%7C41.58222,-85.83444"
1562,1068,1068,0,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C34.27444,-81.61889&markers=color%3Ared%7C41.60056,-93.60889&markers=color%3Agreen%7Clabel%3A2%7C34.27444,-81.61889&markers=color%3Ared%7Clabel%3A2%7C41.60056,-93.60889"
1564,368,372,4,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C37.77806,-81.18833&markers=color%3Ared%7C39.76833,-86.15806&markers=color%3Agreen%7Clabel%3A2%7C37.77806,-81.18833&markers=color%3Ared%7Clabel%3A2%7C39.76833,-86.15806&markers=color%3Agreen%7Clabel%3A3%7C38.49861,-80.75528&markers=color%3Ared%7Clabel%3A3%7C39.76833,-86.15806"
1568,558,558,0,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C38.18389,-83.43278&markers=color%3Ared%7C35.76972,-91.64083&markers=color%3Agreen%7Clabel%3A2%7C38.18389,-83.43278&markers=color%3Ared%7Clabel%3A2%7C35.76972,-91.64083"
1598,1544,1549,5,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C39.75889,-84.19167&markers=color%3Ared%7C45.78333,-108.5&markers=color%3Agreen%7Clabel%3A2%7C39.75889,-84.19167&markers=color%3Ared%7Clabel%3A2%7C45.78333,-108.5&markers=color%3Agreen%7Clabel%3A3%7C39.75889,-84.19167&markers=color%3Ared%7Clabel%3A3%7C45.78333,-108.5&markers=color%3Agreen%7Clabel%3A4%7C39.75889,-84.19167&markers=color%3Ared%7Clabel%3A4%7C45.78333,-108.5&markers=color%3Agreen%7Clabel%3A5%7C39.75889,-84.19167&markers=color%3Ared%7Clabel%3A5%7C45.78333,-108.5"
1601,1342,1353,11,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C41.59306,-81.52694&markers=color%3Ared%7C40.62639,-105.13722&markers=color%3Agreen%7Clabel%3A2%7C41.59306,-81.52694&markers=color%3Ared%7Clabel%3A2%7C40.62639,-105.13722&markers=color%3Agreen%7Clabel%3A3%7C41.49944,-81.69556&markers=color%3Ared%7Clabel%3A3%7C39.73917,-104.98417&markers=color%3Agreen%7Clabel%3A4%7C40.79889,-81.37861&markers=color%3Ared%7Clabel%3A4%7C39.73917,-104.98417&markers=color%3Agreen%7Clabel%3A5%7C40.79889,-81.37861&markers=color%3Ared%7Clabel%3A5%7C39.73917,-104.98417"
1602,670,664,-6,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C39.92417,-83.80889&markers=color%3Ared%7C44.03278,-92.64528&markers=color%3Agreen%7Clabel%3A2%7C39.92417,-83.80889&markers=color%3Ared%7Clabel%3A2%7C44.03278,-92.64528&markers=color%3Agreen%7Clabel%3A3%7C39.515,-84.39833&markers=color%3Ared%7Clabel%3A3%7C44.45833,-93.16139"
1603,1123,1135,12,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C34.72028,-80.77111&markers=color%3Ared%7C44.81139,-91.49833&markers=color%3Agreen%7Clabel%3A2%7C34.72028,-80.77111&markers=color%3Ared%7Clabel%3A2%7C44.81139,-91.49833&markers=color%3Agreen%7Clabel%3A3%7C35.22694,-80.84333&markers=color%3Ared%7Clabel%3A3%7C44.81139,-91.49833&markers=color%3Agreen%7Clabel%3A4%7C34.70472,-81.21444&markers=color%3Ared%7Clabel%3A4%7C44.05,-91.63917&markers=color%3Agreen%7Clabel%3A5%7C35.47361,-81.25472&markers=color%3Ared%7Clabel%3A5%7C44.5625,-92.53361"
1604,1336,1336,0,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C35.29639,-84.74806&markers=color%3Ared%7C47.92528,-97.0325&markers=color%3Agreen%7Clabel%3A2%7C35.29639,-84.74806&markers=color%3Ared%7Clabel%3A2%7C47.92528,-97.0325"
1605,1555,1549,-6,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C39.75889,-84.19167&markers=color%3Ared%7C45.78333,-108.5&markers=color%3Agreen%7Clabel%3A2%7C39.75889,-84.19167&markers=color%3Ared%7Clabel%3A2%7C45.78333,-108.5&markers=color%3Agreen%7Clabel%3A3%7C39.75889,-84.19167&markers=color%3Ared%7Clabel%3A3%7C45.78333,-108.5&markers=color%3Agreen%7Clabel%3A4%7C39.75889,-84.19167&markers=color%3Ared%7Clabel%3A4%7C45.78333,-108.5&markers=color%3Agreen%7Clabel%3A5%7C39.75889,-84.19167&markers=color%3Ared%7Clabel%3A5%7C45.78333,-108.5"
1611,375,371,-4,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C38.87556,-84.61028&markers=color%3Ared%7C42.96333,-85.66806&markers=color%3Agreen%7Clabel%3A2%7C38.87556,-84.61028&markers=color%3Ared%7Clabel%3A2%7C42.96333,-85.66806&markers=color%3Agreen%7Clabel%3A3%7C39.16194,-84.45694&markers=color%3Ared%7Clabel%3A3%7C42.7325,-84.55556&markers=color%3Agreen%7Clabel%3A4%7C39.667,-84.25&markers=color%3Ared%7Clabel%3A4%7C43.57861,-85.44917&markers=color%3Agreen%7Clabel%3A5%7C39.55889,-84.30417&markers=color%3Ared%7Clabel%3A5%7C42.7325,-84.55556"
1632,1361,1339,-22,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C42.12917,-80.08528&markers=color%3Ared%7C32.72528,-97.32056&markers=color%3Agreen%7Clabel%3A2%7C42.12917,-80.08528&markers=color%3Ared%7Clabel%3A2%7C32.72528,-97.32056&markers=color%3Agreen%7Clabel%3A3%7C42.12917,-80.08528&markers=color%3Ared%7Clabel%3A3%7C32.72528,-97.32056&markers=color%3Agreen%7Clabel%3A4%7C42.12917,-80.08528&markers=color%3Ared%7Clabel%3A4%7C32.72528,-97.32056&markers=color%3Agreen%7Clabel%3A5%7C42.12917,-80.08528&markers=color%3Ared%7Clabel%3A5%7C32.72528,-97.32056"
1637,862,864,2,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C33.74889,-84.38806&markers=color%3Ared%7C43.59139,-88.44361&markers=color%3Agreen%7Clabel%3A2%7C33.74889,-84.38806&markers=color%3Ared%7Clabel%3A2%7C43.59139,-88.44361&markers=color%3Agreen%7Clabel%3A3%7C33.61,-84.28806&markers=color%3Ared%7Clabel%3A3%7C44.26194,-88.41528"
1640,835,834,-1,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C34.4725,-81.88083&markers=color%3Ared%7C34.58611,-94.23944&markers=color%3Agreen%7Clabel%3A2%7C34.4725,-81.88083&markers=color%3Ared%7Clabel%3A2%7C34.58611,-94.23944"
1649,466,479,13,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C36.72222,-80.82306&markers=color%3Ared%7C39.76833,-86.15806&markers=color%3Agreen%7Clabel%3A2%7C36.72222,-80.82306&markers=color%3Ared%7Clabel%3A2%7C39.76833,-86.15806&markers=color%3Agreen%7Clabel%3A3%7C36.14583,-81.16083&markers=color%3Ared%7Clabel%3A3%7C39.76833,-86.15806"
1666,439,433,-6,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C36.88139,-81.76222&markers=color%3Ared%7C37.77417,-87.11333&markers=color%3Agreen%7Clabel%3A2%7C36.88139,-81.76222&markers=color%3Ared%7Clabel%3A2%7C37.77417,-87.11333&markers=color%3Agreen%7Clabel%3A3%7C36.595,-82.18889&markers=color%3Ared%7Clabel%3A3%7C37.97472,-87.55583"
1680,1140,1155,15,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C38.21194,-85.22361&markers=color%3Ared%7C39.82222,-104.93333&markers=color%3Agreen%7Clabel%3A2%7C38.21194,-85.22361&markers=color%3Ared%7Clabel%3A2%7C39.82222,-104.93333&markers=color%3Agreen%7Clabel%3A3%7C38.25417,-85.75944&markers=color%3Ared%7Clabel%3A3%7C39.73917,-104.98417&markers=color%3Agreen%7Clabel%3A4%7C38.25417,-85.75944&markers=color%3Ared%7Clabel%3A4%7C39.97778,-105.13139&markers=color%3Agreen%7Clabel%3A5%7C38.25417,-85.75944&markers=color%3Ared%7Clabel%3A5%7C40.42333,-104.70861"
1683,556,566,10,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C33.74889,-84.38806&markers=color%3Ared%7C38.633,-90.25&markers=color%3Agreen%7Clabel%3A2%7C33.74889,-84.38806&markers=color%3Ared%7Clabel%3A2%7C38.633,-90.25&markers=color%3Agreen%7Clabel%3A3%7C33.74889,-84.38806&markers=color%3Ared%7Clabel%3A3%7C38.633,-90.25&markers=color%3Agreen%7Clabel%3A4%7C33.74889,-84.38806&markers=color%3Ared%7Clabel%3A4%7C38.74389,-90.41361"
1694,925,926,1,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C34.71583,-81.01972&markers=color%3Ared%7C41.82333,-90.53806&markers=color%3Agreen%7Clabel%3A2%7C34.71583,-81.01972&markers=color%3Ared%7Clabel%3A2%7C41.82333,-90.53806&markers=color%3Agreen%7Clabel%3A3%7C34.72028,-80.77111&markers=color%3Ared%7Clabel%3A3%7C41.52361,-90.5775&markers=color%3Agreen%7Clabel%3A4%7C34.94944,-81.93222&markers=color%3Ared%7Clabel%3A4%7C42.00833,-91.64389"
1703,1061,1061,0,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C37.84556,-83.85833&markers=color%3Ared%7C37.97167,-100.87222&markers=color%3Agreen%7Clabel%3A2%7C37.84556,-83.85833&markers=color%3Ared%7Clabel%3A2%7C37.97167,-100.87222"
1722,998,1010,12,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C39.16194,-84.45694&markers=color%3Ared%7C32.72528,-97.32056&markers=color%3Agreen%7Clabel%3A2%7C39.16194,-84.45694&markers=color%3Ared%7Clabel%3A2%7C32.72528,-97.32056&markers=color%3Agreen%7Clabel%3A3%7C39.39944,-84.56139&markers=color%3Ared%7Clabel%3A3%7C32.78333,-96.8&markers=color%3Agreen%7Clabel%3A4%7C39.09083,-84.85&markers=color%3Ared%7Clabel%3A4%7C32.78333,-96.8&markers=color%3Agreen%7Clabel%3A5%7C39.36,-84.31&markers=color%3Ared%7Clabel%3A5%7C32.9125,-96.63861"
1731,976,978,2,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C32.84056,-83.6325&markers=color%3Ared%7C30.26694,-97.74278&markers=color%3Agreen%7Clabel%3A2%7C32.84056,-83.6325&markers=color%3Ared%7Clabel%3A2%7C30.26694,-97.74278&markers=color%3Agreen%7Clabel%3A3%7C33.44722,-84.14694&markers=color%3Ared%7Clabel%3A3%7C30.26694,-97.74278&markers=color%3Agreen%7Clabel%3A4%7C32.84056,-83.6325&markers=color%3Ared%7Clabel%3A4%7C31.09806,-97.3425&markers=color%3Agreen%7Clabel%3A5%7C33.44722,-84.14694&markers=color%3Ared%7Clabel%3A5%7C31.09806,-97.3425"
1760,1190,1190,0,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C34.8525,-82.39417&markers=color%3Ared%7C40.925,-98.34167&markers=color%3Agreen%7Clabel%3A2%7C34.8525,-82.39417&markers=color%3Ared%7Clabel%3A2%7C40.925,-98.34167"
1763,1202,1187,-15,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C32.14889,-81.16333&markers=color%3Ared%7C29.42389,-98.49333&markers=color%3Agreen%7Clabel%3A2%7C32.14889,-81.16333&markers=color%3Ared%7Clabel%3A2%7C29.42389,-98.49333&markers=color%3Agreen%7Clabel%3A3%7C32.08333,-81.1&markers=color%3Ared%7Clabel%3A3%7C29.42389,-98.49333&markers=color%3Agreen%7Clabel%3A4%7C32.08333,-81.1&markers=color%3Ared%7Clabel%3A4%7C29.42389,-98.49333&markers=color%3Agreen%7Clabel%3A5%7C32.08333,-81.1&markers=color%3Ared%7Clabel%3A5%7C29.70278,-98.12417"
1764,1303,1301,-2,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C41.76028,-81.14111&markers=color%3Ared%7C31.67972,-96.48194&markers=color%3Agreen%7Clabel%3A2%7C41.76028,-81.14111&markers=color%3Ared%7Clabel%3A2%7C31.67972,-96.48194&markers=color%3Agreen%7Clabel%3A3%7C41.76028,-81.14111&markers=color%3Ared%7Clabel%3A3%7C31.67972,-96.48194&markers=color%3Agreen%7Clabel%3A4%7C41.76028,-81.14111&markers=color%3Ared%7Clabel%3A4%7C31.67972,-96.48194&markers=color%3Agreen%7Clabel%3A5%7C41.76028,-81.14111&markers=color%3Ared%7Clabel%3A5%7C31.67972,-96.48194"
1768,1094,1090,-4,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C34.11694,-83.5725&markers=color%3Ared%7C27.80028,-97.39611&markers=color%3Agreen%7Clabel%3A2%7C34.11694,-83.5725&markers=color%3Ared%7Clabel%3A2%7C27.80028,-97.39611&markers=color%3Agreen%7Clabel%3A3%7C33.74889,-84.38806&markers=color%3Ared%7Clabel%3A3%7C27.80028,-97.39611&markers=color%3Agreen%7Clabel%3A4%7C33.74889,-84.38806&markers=color%3Ared%7Clabel%3A4%7C27.80028,-97.39611"
1781,579,579,0,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C33.24472,-81.35889&markers=color%3Ared%7C36.15333,-88.80056&markers=color%3Agreen%7Clabel%3A2%7C33.24472,-81.35889&markers=color%3Ared%7Clabel%3A2%7C36.15333,-88.80056"
1789,634,634,0,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C38.04917,-84.50028&markers=color%3Ared%7C34.12083,-93.05361&markers=color%3Agreen%7Clabel%3A2%7C38.04917,-84.50028&markers=color%3Ared%7Clabel%3A2%7C34.12083,-93.05361"
1803,1118,1113,-5,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C32.08333,-81.1&markers=color%3Ared%7C31.09806,-97.3425&markers=color%3Agreen%7Clabel%3A2%7C32.08333,-81.1&markers=color%3Ared%7Clabel%3A2%7C31.09806,-97.3425&markers=color%3Agreen%7Clabel%3A3%7C32.16139,-81.90417&markers=color%3Ared%7Clabel%3A3%7C31.09806,-97.3425&markers=color%3Agreen%7Clabel%3A4%7C32.08333,-81.1&markers=color%3Ared%7Clabel%3A4%7C30.26694,-97.74278&markers=color%3Agreen%7Clabel%3A5%7C32.16139,-81.90417&markers=color%3Ared%7Clabel%3A5%7C30.26694,-97.74278"
1806,1044,1044,0,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C34.43611,-84.7&markers=color%3Ared%7C29.42389,-98.49333&markers=color%3Agreen%7Clabel%3A2%7C34.43611,-84.7&markers=color%3Ared%7Clabel%3A2%7C29.42389,-98.49333"
1814,460,460,0,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C34.93861,-82.22722&markers=color%3Ared%7C30.88278,-87.77306&markers=color%3Agreen%7Clabel%3A2%7C34.93861,-82.22722&markers=color%3Ared%7Clabel%3A2%7C30.88278,-87.77306"
1817,1222,1217,-5,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C37.33417,-79.52333&markers=color%3Ared%7C29.76306,-95.36306&markers=color%3Agreen%7Clabel%3A2%7C37.33417,-79.52333&markers=color%3Ared%7Clabel%3A2%7C29.76306,-95.36306&markers=color%3Agreen%7Clabel%3A3%7C37.33417,-79.52333&markers=color%3Ared%7Clabel%3A3%7C29.76306,-95.36306&markers=color%3Agreen%7Clabel%3A4%7C37.33417,-79.52333&markers=color%3Ared%7Clabel%3A4%7C29.705,-95.12361&markers=color%3Agreen%7Clabel%3A5%7C37.33417,-79.52333&markers=color%3Ared%7Clabel%3A5%7C29.705,-95.12361"
1819,719,719,0,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C34.05778,-79.75333&markers=color%3Ared%7C33.45083,-90.655&markers=color%3Agreen%7Clabel%3A2%7C34.05778,-79.75333&markers=color%3Ared%7Clabel%3A2%7C33.45083,-90.655"
1826,693,690,-3,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C35.29222,-81.53583&markers=color%3Ared%7C30.50417,-90.46111&markers=color%3Agreen%7Clabel%3A2%7C35.29222,-81.53583&markers=color%3Ared%7Clabel%3A2%7C30.50417,-90.46111&markers=color%3Agreen%7Clabel%3A3%7C35.29222,-81.53583&markers=color%3Ared%7Clabel%3A3%7C30.50417,-90.46111&markers=color%3Agreen%7Clabel%3A4%7C35.22694,-80.84333&markers=color%3Ared%7Clabel%3A4%7C29.95444,-90.075&markers=color%3Agreen%7Clabel%3A5%7C35.58472,-80.81028&markers=color%3Ared%7Clabel%3A5%7C30.45056,-91.15444"
1840,327,329,2,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C33.74889,-84.38806&markers=color%3Ared%7C30.69417,-88.04306&markers=color%3Agreen%7Clabel%3A2%7C33.74889,-84.38806&markers=color%3Ared%7Clabel%3A2%7C30.69417,-88.04306&markers=color%3Agreen%7Clabel%3A3%7C33.74889,-84.38806&markers=color%3Ared%7Clabel%3A3%7C30.69417,-88.04306&markers=color%3Agreen%7Clabel%3A4%7C33.6675,-84.01778&markers=color%3Ared%7Clabel%3A4%7C30.5475,-88.17528&markers=color%3Agreen%7Clabel%3A5%7C33.6675,-84.01778&markers=color%3Ared%7Clabel%3A5%7C30.5475,-88.17528"
1854,956,967,11,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C34.8525,-82.39417&markers=color%3Ared%7C29.76306,-95.36306&markers=color%3Agreen%7Clabel%3A2%7C34.8525,-82.39417&markers=color%3Ared%7Clabel%3A2%7C29.76306,-95.36306&markers=color%3Agreen%7Clabel%3A3%7C34.8525,-82.39417&markers=color%3Ared%7Clabel%3A3%7C29.76306,-95.36306&markers=color%3Agreen%7Clabel%3A4%7C35.01667,-81.80417&markers=color%3Ared%7Clabel%3A4%7C29.76306,-95.36306&markers=color%3Agreen%7Clabel%3A5%7C35.46611,-82.51667&markers=color%3Ared%7Clabel%3A5%7C30.155,-95.21111"
1859,1358,1300,-58,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C32.08333,-81.1&markers=color%3Ared%7C25.90139,-97.49722&markers=color%3Agreen%7Clabel%3A2%7C32.08333,-81.1&markers=color%3Ared%7Clabel%3A2%7C25.90139,-97.49722&markers=color%3Agreen%7Clabel%3A3%7C32.08333,-81.1&markers=color%3Ared%7Clabel%3A3%7C26.20306,-98.22972&markers=color%3Agreen%7Clabel%3A4%7C31.60722,-81.88556&markers=color%3Ared%7Clabel%3A4%7C26.20306,-98.22972"
1861,1299,1310,11,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C35.29222,-81.53583&markers=color%3Ared%7C35.22194,-101.83083&markers=color%3Agreen%7Clabel%3A2%7C35.29222,-81.53583&markers=color%3Ared%7Clabel%3A2%7C35.22194,-101.83083&markers=color%3Agreen%7Clabel%3A3%7C34.72028,-80.77111&markers=color%3Ared%7Clabel%3A3%7C35.22194,-101.83083"
1874,1316,1316,0,"http://maps.google.com/maps/api/staticmap?size=500x500&sensor=false&maptype=road&markers=color%3Agreen%7Clabel%3A1%7C36.11972,-80.07389&markers=color%3Ared%7C29.42389,-98.49333&markers=color%3Agreen%7Clabel%3A2%7C36.11972,-80.07389&markers=color%3Ared%7Clabel%3A2%7C29.42389,-98.49333"
